No.,COMPANY,PRODUCT NAME,TYPE OF PRODUCT,GUARANTEED ANALYSIS,TARGET CROP/S,REGISTRATION NO.,EXPIRY DATE
1938,"Syngenta Philippines, Inc",Flumex 15 EC,Plant Growth Regulator,Flumetralin=14.4% (w/v),Tobacco,1-5IF-1129,"January 27, 2026"
1939,"Syngenta Philippines, Inc",Cultar 25 SC,Plant Growth Regulator,Paclobutrazol =25 g/L,"Mango, Durian, Calamansi, Cocoa",1-5IF-1175,"May 29, 2026"
1940,"Tag Life Science, Corp.",Bioame,Biostimulant,"Amino Acid=10.04%, Humic Acid=2.60%, Fulvic Acid=3.76%, Alginic Acid=1.903%, Gibberellic Acid=0.2ppm, Cytokinin=0.1ppm, Azotobacter=1.673x108 cfu/ml, Bacillus amyloliquefaciens=1.813x108 cfu/ml","Rice, Corn, Fruiting and Leafy Vegetables",1-7IF-0101,"December 17, 2027"
1941,"Tag Life Science, Corp.",Matatag,Inorganic Fertilizer,"Ca=30.69%, K2O=1.95%, Fe=281.80 ppm","Rice, Corn, Leafy & Fruiting Vegetables, Mango & Sugarcane",1-1LF-9470,"May 22, 2027"
1942,Taipan Brand Farm Inc.,Proyield Foliar,Inorganic Fertilizer,"N=0.30%, P2O5=0.01%, K2O=2.18%",All Crops,1-1LF-0222-TPA,"May 13, 2027"
1943,Taipan Brand Farm Inc.,Bayfolin CE,Biostimulant,"N=8-8.8%%, Ammoniacal N=0.7-1%, C=18.1-24%, Cl=3.2%, Amino Acids 43-50%",All Crops,1-7IF-0960-TPA,"December 01, 2027"
1944,Tamaraw Salt Producers Cooperative of Occidental Mindoro (TAMACO),TAMACO Salt,Inorganic Fertilizer,NaCl=90%,Coconut,1-1LF-2057,"January 26, 2027"
1945,Tarlac Fertilizer Processor,Durabloom Fertilizer (Processed Chicken manure),Fortified Organic Fertilizer,"N=1%-5%, P2O5=1.5%- 5%, K2O=1.5%- 6%",All Crops,1-2LF-149,"October 26, 2025"
1946,Teamagro Trading Corp.,Trio-Plus 15-15-30 + M.E.,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=30%, Zn=900ppm, Cu=300ppm, Fe=500ppm, Mg=500ppm, Mn=800ppm, B=300ppm",All Crops,1-1LF-5003,"September 25, 2026"
1947,Teamagro Trading Corp.,Calgen Foliar,Inorganic Fertilizer,"N=15.5%, Ca=8.2%",All Crops,1-1LF-7341,"October 08, 2027"
1948,Texicon Agri Ventures Corp.,Camia 15-15-15,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=15%",All Crops,1-1IF-9123,"June 22, 2026"
1949,Texicon Agri Ventures Corp.,Grow and Glow 15-15-30+TE,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=30%, B=96ppm, Cu=60 ppm, Fe=49 ppm, Mo=14ppm, Mn=80ppm, Zn=55ppm",All Crops,1-1IF-2786,"January 19, 2026"
1950,Texicon Agri Ventures Corp.,Texicon Zinc Sulphate Heptahydrate,Inorganic Fertilizer,Zn=21%,All Crops,1-1IF-9059,"April 20, 2026"
1951,Texicon Agri Ventures Corp.,Forgrow Tech,Plant Growth Regulator,Gibberellic Acid=90% w/w,Banana and Pineapple,1-5IF-1178,"July 28, 2026"
1952,Texicon Agri Ventures Corp.,Lush 20-20-20,Inorganic Fertilizer,"N=20%, P2O5=20%, K2O=20%, Fe=10 ppm, Mn=10 ppm, Zn=10 ppm, Cu=10 ppm, Mo=10 ppm, B=10, ppm",All Crops,1-1IF-2789,"January 22, 2026"
1953,Texicon Agri Ventures Corp.,Calnitro,Inorganic Fertilizer,"N=15.5% min, Ca=19% min",All Crops,1-1IF-7683,"August 06, 2025"
1954,Texicon Agri Ventures Corp.,Forgrow Tech,Plant Growth Regulator,Gibberellic Acid=90% w/w,Banana and Pineapple,1-4IF-1315,"June 17, 2027"
1955,Texicon Agri Ventures Corp.,Envita,Biofertilizer,Gluconacetobacter diazotrophicus=5.0x108 cfu/g,"Rice, Corn, Fruiting and Leafy Vegetables, Root Crops, Mango and Sugarcane",1-7IF-0069,"October 10, 2026"
1956,Texicon Agri Ventures Corp.,Agrirock,Soil Conditioner,"P2O5=900ppm, K2O=100ppm, Ca=1.1%, Fe=1.6%, Mg=1.3%, Mn=350ppm",All Crops,1-4IF-1323,"February 04, 2028"
1957,Thaiphil Advance Agritech Corp.,Algamax,Inorganic Foliar Fertilizer,"N=1.5%, P2O5=3.6%, K2O=7.6%",All Crops,1-1IF-9040,"April 04, 2026"
1958,The Lichemphil International Inc.,Bloom 400 SG,Plant Growth Regulator,Gibberellic Acid= 40% w/w,All Crops,1-5IF-1191,"June 04, 2028"
1959,The Lichemphil International Inc.,Bloom 800 SG,Plant Growth Regulator,Gibberellic Acid= 80% w/w,All Crops,1-5IF-1192,"June 04, 2028"
1960,The Lichemphil International Inc.,Lichem Paclobutrazol 250SC,Plant Growth Regulator,Paclobutrazol=25% w/v,Mango,1-5IF-1183,"November 20, 2027"
1961,The Lichemphil International Inc.,Leap 600 SL,Plant Growth Regulator,Choline Chloride 60% w/v,Root Crops,1-5IF-1193,"July 07, 2028"
1962,"Tierra Agri Technologies, Inc.",Zinc Sulphate Monohydrate,Inorganic Fertilizer,Zn=33%,All Crops,1-1IF-0801-TPA,"June 11, 2028"
1963,"Tierra Agri Technologies, Inc.",Tierra NP 14-42,Raw Material,"N=14%, P2O5=42%",All Crops,1-6IF-1590,"June 10, 2028"
1964,"Tierra Agri Technologies, Inc.",Tierra MX 10-18-24,Inorganic Fertilizer,"N=10%,P2O5=18%, K2O=24%",All Crops,1-1LF-7544,"April 24, 2028"
1965,"Tierra Agri Technologies, Inc.",Silicate Fertilizer,Raw Material,Si=25%,Raw Material,1-6IF-1583,"March 21, 2028"
1966,"Tierra Agri Technologies, Inc.",PCU 34-0-5,Raw Material,"N=34%,  K2O=5%",Raw Material,1-6IF-1585,"March 21, 2028"
1967,"Tierra Agri Technologies, Inc.",Rock Phosphate,Raw Material,"P2O5=10%, S=9%",Raw Material,1-6IF-1584,"March 21, 2028"
1968,"Tierra Agri Technologies, Inc.",Tierramusa 19-8-9+2MgO,Inorganic Fertilizer,"N=19%, P2O5=8%, K2O=9%, MgO=2%",All Crops,1-1LF-9713,"March 27, 2028"
1969,"Tierra Agri Technologies, Inc.",Tierra NK 42-0-5,Raw Material,"N=42%, K2O=5%",Raw Material,1-6IF-1587,"March 26, 2028"
1970,"Tierra Agri Technologies, Inc.",Zinc Sulphate Monohydrate,Raw Material,Zn=33%,Raw Material,1-6IF-1520,"March 08, 2028"
1971,"Tierra Agri Technologies, Inc.",Di-Ammnonium Phosphate,Raw Material,"N=16%, P2O5=45%",Raw Material,1-6IF-1519,"March 04, 2028"
1972,"Tierra Agri Technologies, Inc.",Zinc Sulphate Monohydrate,Inorganic Fertilizer,Zn=33%,All Crops,1-1IF-0879-TPA,"July 30, 2027"
1973,"Tierra Agri Technologies, Inc.",Tierra Urea,Inorganic Fertilizer,N= 46%,All Crops,1-1IF-0810-TPA,"January 16, 2027"
1974,"Tierra Agri Technologies, Inc.",Tierra Muriate of Potash,Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-0822-TPA,"April 01, 2027"
1975,"Tierra Agri Technologies, Inc.",Tierra Di-Ammonium Phosphate,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-0826-TPA,"April 11, 2027"
1976,"Tierra Agri Technologies, Inc.",Tierra Di-Ammonium Phosphate,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-0825-TPA,"April 11, 2027"
1977,"Tierra Agri Technologies, Inc.",Tierra NP 15-45,Inorganic Fertilizer,"N=15%, P2O5=45%",All Crops,1-1IF-0824-TPA,"April 11, 2027"
1978,"Tierra Agri Technologies, Inc.",Zinc Sulphate Monohydrate,Inorganic Fertilizer,Zn=35%,All Crops,1-1IF-0829-TPA,"April 16, 2027"
1979,"Tierra Agri Technologies, Inc.",Tierramag 40,Inorganic Fertilizer,MgO=40%,All Crops,1-1IF-0830-TPA,"April 26, 2027"
1980,"Tierra Agri Technologies, Inc.",Tierracoat SCU37,Inorganic Fertilizer,N=37%,All Crops,1-1IF-0831-TPA,"May 24, 2027"
1981,"Tierra Agri Technologies, Inc.",Tierracoat SCU39,Inorganic Fertilizer,N=39%,All Crops,1-1IF-0832-TPA,"May 24, 2027"
1982,"Tierra Agri Technologies, Inc.",Tierra Di-Ammonium Phosphate,Inorganic Fertilizer,"N=18%, P2O5=46%",All Crops,1-1IF-0833-TPA,"April 23, 2027"
1983,"Tierra Agri Technologies, Inc.",Sulphate of Potash,Raw Material,"K2O=50%, SO3=45.5%",Raw Material,1-6IF-1401,"January 29, 2027"
1984,"Tierra Agri Technologies, Inc.",Potassium Sulfate,Raw Material,"K2O=50%, S=17.5%",Raw Material,1-6IF-1417,"March 26, 2027"
1985,"Tierra Agri Technologies, Inc.",Muriate of Potash,Raw Material,K2O=60%,Raw Material,1-6IF-1427,"June 06, 2027"
1986,"Tierra Agri Technologies, Inc.",Tierra MX 10-18-24+0.10B,Inorganic Fertilizer,"N=10%, P2O5=18%, K2O=24%, B=0.10%",All Crops,1-1LF-6091,"February 01, 2027"
1987,"Tierra Agri Technologies, Inc.",Tierracoat MX 18-18-18+Zn,Inorganic Fertilizer,"N=18%, P2O5=18%, K2O=18%, Zn=0.5%",All Crops,1-1LF-8284,"May 19, 2027"
1988,"Tierra Agri Technologies, Inc.",Tierracoat Mx 21-4-23-2+B,Inorganic Fertilizer,"N=21%, P2O5=4%, K2O=23%, MgO=2%, B=0.10%",All Crops,1-1LF-7232,"June 25, 2027"
1989,"Tierra Agri Technologies, Inc.",Tierracoat Mx 31-8-8,Inorganic Fertilizer,"N=31%, P2O5=8%, K2O=8%",All Crops,1-1LF-8239,"March 24, 2027"
1990,"Tierra Agri Technologies, Inc.",Tierracoat Mx 18-30-9+Zn,Inorganic Fertilizer,"N=18%, P2O5=30%, K2O=9%, Zn=0.5%",All Crops,1-1LF-7230,"June 25, 2027"
1991,"Tierra Agri Technologies, Inc.",TIERRACOAT MX 12-12-17-2+TE,Inorganic Fertilizer,"N=12%, P2O5=12%, K2O=17%, Mg = 2%, Zn =0.04%,  B2O3 = 0.02%",All Crops,1-1LF-6092,"February 01, 2027"
1992,"Tierra Agri Technologies, Inc.",TIERRA PCU,Raw Material,N = 44%,Raw Material,1-6IF-1501,"August 31, 2027"
1993,"Tierra Agri Technologies, Inc.",AGRISILICA,Raw Material,Si =24 %,Raw Material,1-1IF-7290,"August 24, 2027"
1994,"Tierra Agri Technologies, Inc.",Tierra MX 17.8-0-30+TE,Inorganic Fertilizer,"N=17.8%, K2O=30%, S=3.40%, B=0.15%, Zn=1.20%",All Crops,1-1LF-7305,"September 14, 2027"
1995,"Tierra Agri Technologies, Inc.",Dolomite,Raw Material,"CaO=25%, MgO=10%",Raw Material,1-6IF-1355,"January 20, 2026"
1996,"Tierra Agri Technologies, Inc.",Tierra Mx 21-7-7+10CaO+1.5MgO,Inorganic Fertilizer,"N=21%, P2O5=7%, K2O=7%, CaO=10-18%, MgO=1.5%",All Crops,1-1LF-9180,"July 31, 2026"
1997,"Tierra Agri Technologies, Inc.",Tierra PF Powder,Raw Material,Pseudomonas fluorescens=3.7x108 cfu/g,Raw Material,1-6IF-1471,"August 24, 2026"
1998,"Tierra Agri Technologies, Inc.",Ammonium Sulphate,Raw Material,"N=21%, S= 24%",Raw Material,1-6IF-1375,"June 29, 2026"
1999,"Tierra Agri Technologies, Inc.",Ammonium Sulphate,Raw Material,"N=21%, S= 24%",Raw Material,1-6IF-1370,"June 16, 2026"
2000,"Tierra Agri Technologies, Inc.",Di-Ammonium phosphate,Raw Material,"N=18%, P2O5=46%",Raw Material,1-6IF-1373,"June 16, 2026"
2001,"Tierra Agri Technologies, Inc.",Urea,Raw Material,N=46%,Raw Material,1-6IF-1369,"June 16, 2026"
2002,"Tierra Agri Technologies, Inc.",Fertibagra 15GU,Raw Material,B2O3=48%,Raw Material,1-6IF-1384,"October 06, 2026"
2003,"Tierra Agri Technologies, Inc.",Muriate of Potash,Raw Material,K2O= 60%,Raw Material,1-6IF-1558,"January 22, 2027"
2004,"Tierra Agri Technologies, Inc.",Di-ammonium Phosphate,Raw Material,"N=18%, P2O5=46%",Raw Material,1-6IF-1560,"February 13, 2027"
2005,"Tierra Agri Technologies, Inc.",Tierra Mx/ Tierracoat Mx 15-15-15,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=15%",All Crops,1-1LF-9395,"February 21, 2027"
2006,"Tierra Agri Technologies, Inc.",Tierracoat MX 16-4-24-2+TE,Inorganic Fertilizer,"N=16%, P2O5=4%, K2O=24%, MgO=2%, Zn=0.5%, B2O3=0.2%",All Crops,1-1LF-6044,"January 08, 2027"
2007,"Tierra Agri Technologies, Inc.",Tierra MX 10-30-10,Inorganic Fertilizer,"N=10%, P2O5=30%, K2O=10%",All Crops,1-1LF-6043,"January 08, 2027"
2008,"Tierra Agri Technologies, Inc.",Tierracoat Mx 28-13-9,Inorganic Fertilizer,"N=28%, P2O5=13%, K2O=9%",All Crops,1-1LF-8240,"March 24, 2027"
2009,"Tierra Agri Technologies, Inc.",Tierracoat Mx 13.5-0-40,Inorganic Fertilizer,"N=13.5%, K2O=40%",All Crops,1-1LF-8288,"May 20, 2027"
2010,"Tierra Agri Technologies, Inc.",Tierra Amsul,Inorganic Fertilizer,"N=21%, S=24%",All Crops,1-1IF-0806-TPA,"November 29, 2025"
2011,"Tierra Agri Technologies, Inc.",Muriate of Potash,Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-4490,"November 15, 2025"
2012,"Tierra Agri Technologies, Inc.",Tierra MX 20.5-3.6-26+TE,Inorganic Fertilizer,"N=20.5%, P2O5=3.6%, K2O=26%, B=0.12%, Zn=1.3%",All Crops,1-1LF-8830,"August 17, 2025"
2013,"Tierra Agri Technologies, Inc.",Tierra MX 19-3.5-28.5+TE,Inorganic Fertilizer,"N=19%, P2O5=3.5%, K2O=28.5%, B=0.12%, Zn=1.3%",All Crops,1-1LF-8831,"August 17, 2025"
2014,"Tierra Agri Technologies, Inc.",TierraCoat MX 16-3.6-26.8-1.5+Zn,Inorganic Fertilizer,"N=16%, P2O5=3.6%, K2O=26.8%, MgO=1.5%, Zn=0.9%",All Crops,1-1LF-8832,"August 17, 2025"
2015,"Tierra Agri Technologies, Inc.",Tierra MX 9.6-12-10,Inorganic Fertilizer,"N=9.6%, P2O5=12%, K2O=10%",All Crops,1-1LF-8834,"August 26, 2025"
2016,"Tierra Agri Technologies, Inc.",TierraCoat MX 8.3-13.8-4.2+Zn,Inorganic Fertilizer,"N=8.3%, P2O5=13.8%, K2O=4.2%, Zn=0.2%",All Crops,1-1LF-8853,"September 21, 2025"
2017,"Tierra Agri Technologies, Inc.",TierraCoat MX 17.8-3.4-19.5-1.7+B,Inorganic Fertilizer,"N=17.8%, P2O5=3.4%, K2O=19.5%, MgO=1.7%, B=0.1%",All Crops,1-1LF-8856,"September 21, 2025"
2018,"Tierra Agri Technologies, Inc.",Tierra Mx 5-15-5,Inorganic Fertilizer,"N=5%, P2O5=15%, K2O=5%",All Crops,1-1LF-8970,"February 07, 2026"
2019,"Tierra Agri Technologies, Inc.",Tierra MX 18.5-4.8-26.9 + TE,Inorganic Fertilizer,"N=18.5%, P2O5=4.8%, K2O=26.9%, MgO=1.7%, Zn=0.75%",All Crops,1-1LF-8971,"February 07, 2026"
2020,"Tierra Agri Technologies, Inc.",Tierra MX 11-3-16 + 0.5MgO + 0.1Zn,Inorganic Fertilizer,"N=11%, P2O5=3%, K2O=16%, MgO=0.5%, Zn=0.1%",All Crops,1-1LF-8988,"February 23, 2026"
2021,"Tierra Agri Technologies, Inc.",Gypsum,Raw Material,"CaO=32%, S=17%",Raw Material,1-6IF-1534,"October 27, 2025"
2022,"Tierra Agri Technologies, Inc.",Muriate of Potash,Raw Material,K2O=60%,Raw Material,1-6IF-1535,"November 04, 2025"
2023,"Tierra Agri Technologies, Inc.",Tierra Mx 12-4-0+TE,Inorganic Fertilizer,"N=12%, P2O5=4%, K2O=10%, MgO= 0.30%, Zn=0.20%",All Crops,1-1LF-9060,"April 20, 2026"
2024,"Tierra Agri Technologies, Inc.",Tierracoat Mx 12-6-27+TE,Inorganic Fertilizer,"N= 12%, P2O5= 6%, K2O= 27%, MgO= 2%, B2O3=0.65%",All Crops,1-1LF-4948,"August 25, 2026"
2025,"Tierra Agri Technologies, Inc.",RightMag,Raw Material,MgO= 60%,All Crops,1-6IF-1549,"August 25, 2026"
2026,"Tierra Agri Technologies, Inc.",Tierra MX 17-17-17 + Zinc,Inorganic Fertilizer,"N=17%, P2O5=17%, K2O=17%, Zn=0.5%",All Crops,1-1LF-7816,"December 27, 2025"
2027,"Tierra Agri Technologies, Inc.",Tierraphos Guano Granule,Inorganic Fertilizer,"P2O5= 20%, CaO=28%-46%",All Crops,1-1IF-0754-TPA,"June 08, 2026"
2028,"Tierra Agri Technologies, Inc.",Tierracoat MX 14-5.2-25.2+4.2 MgO+3.3S,Inorganic Fertilizer,"N=14%, P2O5= 5.2%, K2O= 25.2%, MgO= 4.2%, S= 3.3%",All Crops,1-1LF-9245,"September 29, 2026"
2029,"Tierra Agri Technologies, Inc.",Muriate of Potash,Raw Material,K2O=60%,Raw Material,1-6IF-1551,"October 03, 2026"
2030,"Tierra Agri Technologies, Inc.",Tierra Amsul,Inorganic Fertilizer,"N=21%, S=24%",All Crops,1-1IF-0769-TPA,"September 27, 2026"
2031,"Tierra Agri Technologies, Inc.",Tierracoat Mx 18-18-18,Inorganic Fertilizer,"N=18%, P2O5=18%, K2O=18%",All Crops,1-1LF-4831,"June 08, 2026"
2032,"Tierra Agri Technologies, Inc.",Tierra Di-Ammonium Phosphate,Inorganic Fertilizer,"N=18%, P2O5=46%",All Crops,1-1IF-0772-TPA,"October 06, 2026"
2033,"Tierra Agri Technologies, Inc.",Calcium Sulphate,Raw Material,"CaO= 32%, S=17%",Raw Material,1-6IF-1553,"November 20, 2026"
2034,"Tierra Agri Technologies, Inc.",TierraCoat MX 17.8-3.4-19.5-1.7+B,Inorganic Fertilizer,"N=17.8%, P2O5=3.4%, K2O=19.5%, MgO=1.7%, B=0.1%",All Crops,1-1LF- 8856,"September 21, 2025"
2035,"Tierra Agri Technologies, Inc.",Urea Granular,Inorganic Fertilizer,N=46%,All Crops,1-1IF-0757-TPA,"November 20, 2026"
2036,"Tierra Agri Technologies, Inc.",Tierra MX 14-14-14 + 0.2Zn,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%, Zn=0.2%",All Crops,1-1LF-8993,"March 06, 2026"
2037,"Tierra Agri Technologies, Inc.",Tierracoat MX 24-8-16 + MgO,Inorganic Fertilizer,"N=24%, P2O5=8%, K2O=16%, MgO=0.30%, Zn=0.20%",All Crops,1-1LF-8999,"March 06, 2026"
2038,"Tierra Agri Technologies, Inc.",Tierra Mx 12-12-12,Inorganic Fertilizer,"N=12%, P2O5=12%, K2O=12%",All Crops,1-1LF-9000,"March 06, 2026"
2039,"Tierra Agri Technologies, Inc.",Tierra Mx 15-5-0,Inorganic Fertilizer,"N=15%, P2O5=5%",All Crops,1-1LF-9001,"March 06, 2026"
2040,"Tierra Agri Technologies, Inc.",Tierra Mx 10-10-10,Inorganic Fertilizer,"N=10%, P2O5=10%, K2O=10%",All Crops,1-1LF-9002,"March 06, 2026"
2041,"Tierra Agri Technologies, Inc.",Tierra Mx 12-6-6,Inorganic Fertilizer,"N=12%, P2O5=6%, K2O=6%",All Crops,1-1LF-9003,"March 06, 2026"
2042,"Tierra Agri Technologies, Inc.",Tierra Mx 18-6-0,Inorganic Fertilizer,"N=18%, P2O5=6%,",All Crops,1-1LF-9004,"March 06, 2026"
2043,"Tierra Agri Technologies, Inc.",Tierra Mx 0-5-40+7CaO+2MgO,Inorganic Fertilizer,"P2O5=5%, K2O=40%, CaO=7%-13%, MgO=2%",All Crops,1-1LF-9129,"July 05, 2026"
2044,"Tierra Agri Technologies, Inc.",Tierra Mx 45-0-0+0.2Zn,Inorganic Fertilizer,"N=45%, Zn=0.2%",All Crops,1-1LF-9130,"July 05, 2026"
2045,"Tierra Agri Technologies, Inc.",Urea,Raw Material,N=46%,Raw Material,1-6IF-1498,"August 11, 2027"
2046,"Tierra Agri Technologies, Inc.",PCU 43-0-0,Inorganic Fertilizer,N=43%,All Crops,1-1IF-9561,"October 04, 2027"
2047,"Tierra Agri Technologies, Inc.",TIERRA MX 15-15-6+4MgO,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=6%, MgO=4%",All Crops,1-1LF-9565,"September 23, 2027"
2048,"Tierra Agri Technologies, Inc.",Tierra NP 15-41.5,Raw Material,"N=15%, P2O5=41.5%",Raw Material,1-6IF-1574,"October 14, 2027"
2049,"Tierra Agri Technologies, Inc.",MonoAmmonium Phosphate,Raw Material,"N=12%, P2O5=52%",Raw Material,1-6IF-1577,"November 26, 2027"
2050,"Tierra Agri Technologies, Inc.",Tierra Sulphate of Potash,Inorganic Fertilizer,K2O=50%,All Crops,1-1IF-0912-TPA,"November 25, 2027"
2051,"Tierra Agri Technologies, Inc.",Tierracoat MX / Tierra MX 14-14-14,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1LF-9653,"December 17, 2027"
2052,"Tierra Agri Technologies, Inc.",Tierra Mx 17.8-0-30-3.4S-1.2Zn,Inorganic Fertilizer,"N=17.8%, K2O=30%, S=3.40%, Zn=1.20%",All Crops,1-1LF-7569,"June 11, 2028"
2053,"Tierra Agri Technologies, Inc.",Tierracoat SCU37,Raw Material,"N=37%, S=17%",Raw Material,1-6IF-1407,"February 01, 2027"
2054,Tillermate Enterprises,Complit Zinc Metalate,Inorganic Fertilizer,Zn= 1.48 w/w,Rice,1-4LF-032,"January 25, 2027"
2055,Tradeton Corporation,TRA- PACLO,Plant Growth Regulator,Paclobutrazol= 25%,All Crops,1-5IF-0809-TPA,"June 22, 2026"
2056,Tradeton Corporation,Chidang Pro 60 OM,Fortified Organic Fertilizer,"N=4%, P2O5=2%, K2O=2%, OM=60%",All Crops,1-2IF-0842-TPA,"October 11, 2026"
2057,Tradeton Corporation,Toggle Plus,Biostimulant,"N=0.8%, P2O5=0.3%, K2O=1.3%, Zn=2.0%, Alginic Acid=1.0%","Rice, Leafy and Fruiting Vegetables",1-7IF-0848-TPA,"November 27, 2026"
2058,"Trans World Trading Company, Incorporated",Phytin Green,Biostimulant,"N=7.5% w/v, P2O5=5% w/v (Water-soluble P2O5=4%, Phytic Acid=1%), K2O=3.7% w/v, MgO=1.2% w/v, MnO=1.25% w/v, B2O3=0.25% w/v",Root Crops,1-7IF-122,"June 05, 2028"
2059,Trimicon Trading Corporation,Fertisoil Monoammonium Phosphate,Inorganic Fertilizer,"N=12%, P2O5=61%",All Crops,1-1IF-9557,"September 10, 2027"
2060,Trimicon Trading Corporation,Fertisoil Prilled Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-9558,"September 10, 2027"
2061,Trimicon Trading Corporation,Fertisoil NPK 13-4-25,Inorganic Fertilizer,"N=13%, P2O5=4%, K2O=25%",All Crops,1-1IF-9686,"February 04, 2028"
2062,"Ultra Bright, Inc.",Humus U.B.I.,Soil Conditioner,Total Potassium Humate and Fulvate=85%,All Crops,1-4IF-0876-TPA,"March 20, 2026"
2063,"Unahco, Inc.",Xanadu Maxpower F2,Inorganic Fertilizer,"N= 9%, P2O5= 7%, K2O= 5%, Fe= 165 ppm, MgO= 260 ppm, Mn= 180 ppm, Zn=210 ppm, B= 175 ppm, Cu= 95 ppm, Mo= 35 ppm",All Crops,1-1IF-0763-TPA,"August 15, 2026"
2064,"Unahco, Inc.",Xanadu Maxpower F3,Inorganic Fertilizer,"N= 3%, P2O5= 9%, K2O= 9%, Fe= 265 ppm, MgO= 925 ppm, Mn= 210 ppm, Zm= 220 ppm, B= 190 ppm, Cu= 95 ppm, Mo= 40 ppm",All Crops,1-1IF-0764-TPA,"August 12, 2026"
2065,"Unahco, Inc.",Xanadu Maxpower F1,Inorganic Fertilizer,"N= 33%, Fe= 300ppm, MgO= 760 ppm, Mn= 200 ppm, Zn= 170 ppm, B= 160 ppm, Cu= 90 ppm, Mo= 47 ppm",All Crops,1-1IF-0762-TPA,"August 20, 2026"
2066,"Unilox Far East Resources, Inc.",Urea,Inorganic Fertilizer,N= 46%,All Crops,1-1IF-8107,"November 20, 2026"
2067,"Unilox Far East Resources, Inc.",Tierra Potassium Sulfate 0-0-50,Inorganic Fertilizer,"K2O= 50%, S= 17.5%",All Crops,1-1IF-9216,"August 31, 2026"
2068,"Unilox Far East Resources, Inc.",DualMag,Inorganic Fertilizer,"MgO= 32%, S= 14%",All Crops,1-1IF-1187,"November 22, 2026"
2069,"Unilox Far East Resources, Inc.",Tierra Amsul,Inorganic Fertilizer,"N= 21%, S= 24%",All Crops,1-1IF-9244,"September 27, 2026"
2070,"Unilox Far East Resources, Inc.",Tierra Di-Ammonium Phosphate,Inorganic Fertilizer,"N=18%, P2O5=46%",All Crops,1-1IF-9267,"October 06, 2026"
2071,"Unilox Far East Resources, Inc.",Tierra Muriate of Potash,Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-9296,"October 24, 2026"
2072,"Unilox Far East Resources, Inc.",Tierra Urea,Inorganic Fertilizer,N= 46%,All Crops,1-1IF-9323,"November 22, 2026"
2073,"Unilox Far East Resources, Inc.",Tierrasol Molybdenum Chelate,Inorganic Fertilizer,Mo=16%,All Crops,1-1IF-9228,"September 14, 2026"
2074,"Unilox Far East Resources, Inc.",Tierramino Mn,Inorganic Fertilizer,"Mn=12%, N=7%",All Crops,1-1IF-8099,"November 09, 2026"
2075,"Unilox Far East Resources, Inc.",Tierramino Zn,Inorganic Fertilizer,"Zn= 10%, N=7%",All Crops,1-1IF-8100,"November 09, 2026"
2076,"Unilox Far East Resources, Inc.",Tierramino K,Inorganic Fertilizer,K2O=40%,All Crops,1-1IF-7790,"November 29, 2025"
2077,"Unilox Far East Resources, Inc.",Muriate of Potash,Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-8900,"November 14, 2025"
2078,"Unilox Far East Resources, Inc.",Tierra Amsul,Inorganic Fertilizer,"N=21%, S=24%",All Crops,1-1IF-7878,"February 14, 2026"
2079,"Unilox Far East Resources, Inc.",Di-Ammonium phosphate,Inorganic Fertilizer,"N=16%, P2O5=45%",All Crops,1-1IF-9086,"May 16, 2026"
2080,"Unilox Far East Resources, Inc.",Tierraphos Guano Granule,Inorganic Fertilizer,"P2O5=20%, CaO=28%-46%",All Crops,1-1IF-4829,"June 08, 2026"
2081,"Unilox Far East Resources, Inc.",Muriate of Potash,Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-9181,"August 10, 2026"
2082,"Unilox Far East Resources, Inc.",Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-9188,"August 10, 2026"
2083,"Unilox Far East Resources, Inc.",DTU Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-9189,"August 10, 2026"
2084,"Unilox Far East Resources, Inc.",14-14-14,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1IF-9190,"August 10, 2026"
2085,"Unilox Far East Resources, Inc.",Tierra Amsul,Inorganic Fertilizer,"N=21%, S=24%",All Crops,1-1IF-7791,"November 29, 2025"
